brand_name,peta,leaping_bunny,parent_company,parent_status,notes
Luxie,TRUE,FALSE,,unknown,
"Luxiny, Luxurious Bath & Body",FALSE,TRUE,,unknown,
Luxiora Cosmetics,TRUE,FALSE,,unknown,
Luxju Natural Hair Products,TRUE,FALSE,,unknown,
LUXURY COSMETICS,TRUE,FALSE,,unknown,
Luxx Lash,TRUE,FALSE,,unknown,
Luxxxxe,FALSE,TRUE,,unknown,
Luzern,FALSE,TRUE,,unknown,
"LVMH, Inc.",TRUE,FALSE,,unknown,
LVX,TRUE,FALSE,,unknown,
LXMI,FALSE,TRUE,,unknown,
Lydia’s Organics,TRUE,FALSE,,unknown,
Lyfe Tea,TRUE,FALSE,,unknown,
Lynex,TRUE,FALSE,,unknown,
Lynx,TRUE,FALSE,Unilever,bad,Unilever sells in China
LYS Beauty,TRUE,TRUE,,unknown,
Lysea,TRUE,FALSE,,unknown,
Lysol,TRUE,FALSE,Reckitt Benckiser,ok,
M COLOR GEL,TRUE,FALSE,,unknown,
M. CARYA,FALSE,TRUE,,unknown,
M. Skin Care,FALSE,TRUE,,unknown,
M.A.C. Cosmetics,TRUE,FALSE,Estee Lauder,bad,Estée Lauder sells in China
M.BOHEME,TRUE,FALSE,,unknown,
M.D. Blend,FALSE,TRUE,,unknown,
M.E.G. Gottlieb Diaderma-Haus,TRUE,FALSE,,unknown,
M.O.T.D Cosmetics,TRUE,FALSE,,unknown,
M.S Skincare,FALSE,TRUE,,unknown,
M2U NYC,TRUE,FALSE,,unknown,
M3K Beauty,TRUE,FALSE,,unknown,
Ma Soirée,TRUE,FALSE,,unknown,
Ma thérapie by Céline Julien,TRUE,FALSE,,unknown,
Ma Vie Cosmetics,TRUE,FALSE,,unknown,
MAA SPARSH,TRUE,FALSE,,unknown,
Maate,TRUE,FALSE,,unknown,
Macadamia Hair,TRUE,FALSE,,unknown,
MACBELLA,TRUE,FALSE,,unknown,
Macbrook & Co.,TRUE,FALSE,,unknown,
MACK,TRUE,FALSE,,unknown,
Maclaren North America,TRUE,FALSE,,unknown,
MaCosmetoPerso,TRUE,FALSE,Laboratoire Centiflor,ok,
Mad Beauty,TRUE,FALSE,,unknown,
Mad Hippie,TRUE,FALSE,,unknown,
mad penguin skin care,FALSE,TRUE,,unknown,
Mad Ritual,FALSE,TRUE,,unknown,
Madam CJ Walker,TRUE,FALSE,,unknown,
Madam Glam,TRUE,TRUE,,unknown,
Madame Gabriela,FALSE,TRUE,,unknown,
MADE BBB,TRUE,FALSE,,unknown,
Made By Dentists,TRUE,FALSE,Spotlight Oral Care,ok,
Made By Wunder,TRUE,FALSE,,unknown,
Made from Earth,TRUE,FALSE,,unknown,
Made in Mi Casa,TRUE,FALSE,,unknown,
Made in Youthland,TRUE,FALSE,,unknown,
Made Simple Skin Care,TRUE,TRUE,,unknown,
MadeByMe Co.,FALSE,TRUE,,unknown,
Madelyn Ashley Cosmetics,FALSE,TRUE,,unknown,
Mademoiselle Organic,TRUE,FALSE,,unknown,
Madeus Care,TRUE,FALSE,MDS DOĞAL KOZMETİK ÜRÜNLER TİCARET VE SANAYİ,ok,
Madison New York Cosmetics,TRUE,FALSE,,unknown,
Madison Reed,FALSE,TRUE,,unknown,
Madluvv,TRUE,FALSE,,unknown,
Madre Botanics,FALSE,TRUE,,unknown,
Mae & George Home Fragrances,FALSE,TRUE,,unknown,
MAED,TRUE,FALSE,,unknown,
Maed Beauty,FALSE,TRUE,,unknown,
Maëlle,TRUE,FALSE,,unknown,
Maelove,TRUE,FALSE,,unknown,
Maelys Cosmetics,TRUE,FALSE,,unknown,
Maggie Anne Beauty,TRUE,FALSE,,unknown,
Magic Leaves,TRUE,FALSE,,unknown,
Magic Makeup,TRUE,FALSE,,unknown,
Magic of Aloe,TRUE,FALSE,,unknown,
MAGICSTRIPES,TRUE,FALSE,,unknown,
Magna Dea,FALSE,TRUE,,unknown,
MAGNITONE,TRUE,FALSE,HSNF,ok,
Magnolia,TRUE,FALSE,,unknown,
magnolia flower,TRUE,FALSE,,unknown,
Magpie Bath,TRUE,FALSE,,unknown,
Mahima Beauty,TRUE,FALSE,,unknown,
Mahina Beaute,TRUE,TRUE,,unknown,
Mahogany Naturals,TRUE,FALSE,,unknown,
Mai Johnson & Company,TRUE,FALSE,,unknown,
Maia Mu Organics,TRUE,FALSE,,unknown,
Maia’s Mineral Galaxy,TRUE,FALSE,,unknown,
Maid Organic,TRUE,FALSE,,unknown,
Maile Natura,TRUE,FALSE,,unknown,
Maine Coast Herbals,TRUE,FALSE,,unknown,
Maine Island Soap,TRUE,FALSE,,unknown,
Maison 276,TRUE,FALSE,,unknown,
MAISON DASSAM,TRUE,FALSE,,unknown,
Maison de Chanvre,TRUE,FALSE,,unknown,
Maison Jacynthe,TRUE,FALSE,,unknown,
Maison Louis Marie,TRUE,FALSE,,unknown,
Maison Meunier,TRUE,FALSE,,unknown,
Maison Visage Cosmetique,TRUE,FALSE,,unknown,
Maison Zayt,TRUE,FALSE,,unknown,
MaisoNovo,TRUE,FALSE,,unknown,
Majen,TRUE,FALSE,,unknown,
MAJESTIC PURE COSMECEUTICALS,TRUE,FALSE,,unknown,
Majinye Cosmetics,TRUE,FALSE,,unknown,
Major Loves,TRUE,FALSE,Royal Pesona Indonesia,ok,
Makai Cares,TRUE,FALSE,,unknown,
MAKAI SKIN,TRUE,FALSE,,unknown,
Makana Studios,TRUE,FALSE,,unknown,
Make & Mary®,FALSE,TRUE,,unknown,
Make Nice Company,FALSE,TRUE,,unknown,
Make Up & Make Out,TRUE,FALSE,Factorie,ok,
Make-up Actie,TRUE,FALSE,,unknown,
Makeup A Murder,TRUE,FALSE,,unknown,
Makeup By Mario,TRUE,TRUE,,unknown,
Makeup by Mer,TRUE,FALSE,,unknown,
Makeup by Ryno Cosmetics,TRUE,FALSE,,unknown,
Makeup Forever,TRUE,FALSE,,unknown,
Makeup Geek,TRUE,FALSE,,unknown,
Makeup Weapons,TRUE,FALSE,,unknown,
Making Makeup,TRUE,FALSE,,unknown,
Mala od lavande,TRUE,FALSE,Angara d.o.o.,ok,
Malaai,TRUE,FALSE,,unknown,
Malcolm’s Miracle,TRUE,FALSE,,unknown,
Malia Hair,TRUE,FALSE,,unknown,
Malibu Wellness,TRUE,FALSE,,unknown,
Malin+Goetz,TRUE,FALSE,,unknown,
Mally,FALSE,TRUE,,unknown,
Malu Biocosmetica,TRUE,FALSE,,unknown,
Malva Cosmética Natural,TRUE,FALSE,,unknown,
MalvaRosa Patagonia,TRUE,FALSE,,unknown,
Mama Bee Soaps,TRUE,FALSE,,unknown,
Mama Mio,TRUE,FALSE,,unknown,
Mama Sol,FALSE,TRUE,,unknown,
Mama Zebra Cosmetics,TRUE,FALSE,,unknown,
MAMA-SANGO,TRUE,FALSE,,unknown,
Mamabali,TRUE,FALSE,,unknown,
Mamaearth,TRUE,FALSE,,unknown,
Mamanecó,TRUE,FALSE,,unknown,
Mamas Medicinals,FALSE,TRUE,,unknown,
MamaSuds,TRUE,TRUE,,unknown,
"Mamaway One Co., ltd",TRUE,FALSE,,unknown,
Mámbino Organics,FALSE,TRUE,,unknown,
Mammacomica,TRUE,FALSE,,unknown,
Mammaglow,TRUE,FALSE,,unknown,
Mammoth American,TRUE,FALSE,,unknown,
Man’Stuff,TRUE,FALSE,,unknown,
Manaya,TRUE,FALSE,,unknown,
Mandré Skincare,TRUE,FALSE,,unknown,
Mane Club,FALSE,TRUE,,unknown,
Manège Botanique,TRUE,FALSE,,unknown,
Manetain,TRUE,FALSE,,unknown,
Mångata Apothecary™,FALSE,TRUE,,unknown,
Manic Panic,TRUE,FALSE,,unknown,
ManiPure,TRUE,FALSE,,unknown,
Manjeri Skincare,FALSE,TRUE,,unknown,
Manna Kadar Beauty,FALSE,TRUE,,unknown,
Manos Soap Co.,FALSE,TRUE,,unknown,
Mansa Musu,FALSE,TRUE,,unknown,
Mansarovar Holistic Pvt Ltd,TRUE,FALSE,,unknown,
Manscape Supply Co.,TRUE,FALSE,,unknown,
MANSCAPED,TRUE,FALSE,,unknown,
Mansure & Prettyman's HARP,FALSE,TRUE,,unknown,
Manta Hair,TRUE,FALSE,,unknown,
Mantra Herbal,TRUE,FALSE,,unknown,
Mantra Organics,TRUE,FALSE,,unknown,
Manucurist,TRUE,FALSE,,unknown,
Maple Holistics,TRUE,FALSE,,unknown,
"MARA Beauty, LLC",FALSE,TRUE,,unknown,
MARA Cosmetics,TRUE,FALSE,Imer Kozmetik,ok,
Maranta Power,TRUE,FALSE,,unknown,
Marc Anthony,TRUE,FALSE,,unknown,
Marc Jacobs Fragrances,TRUE,FALSE,,unknown,
Marcal Paper Mills,TRUE,FALSE,,unknown,
Marcelle,TRUE,FALSE,Groupe Marcelle,ok,
Marco Castro,FALSE,TRUE,,unknown,
MAREE,TRUE,FALSE,,unknown,
MareLuna Essentials,TRUE,FALSE,,unknown,
Mari Fox Wellness,FALSE,TRUE,,unknown,
Mari Quinn,FALSE,TRUE,,unknown,
Maria Malki Cosmetics,TRUE,FALSE,,unknown,
Maria Nila,TRUE,FALSE,,unknown,
Maria Pomposa,TRUE,FALSE,,unknown,
Maria Travi,TRUE,FALSE,,unknown,
MARIAN HANNA,TRUE,FALSE,,unknown,
MariBodi Beauty,FALSE,TRUE,,unknown,
Marie Hunter Beauty,TRUE,FALSE,,unknown,
Marie Originals,FALSE,TRUE,,unknown,
Marigold Life,FALSE,TRUE,,unknown,
Marilyn Miglin Institute,TRUE,FALSE,,unknown,
Marinela Makeup,FALSE,TRUE,,unknown,
Mario Badescu Skin Care,TRUE,FALSE,,unknown,
Marisol Paris,TRUE,FALSE,,unknown,
Maritime Naturals,FALSE,TRUE,,unknown,
Mark & Chappell,TRUE,FALSE,,unknown,
Mark&Teams,TRUE,FALSE,,unknown,
Markazen,TRUE,FALSE,,unknown,
Markwins International,TRUE,FALSE,,unknown,
Marlay Cosmetics,TRUE,FALSE,,unknown,
Marley Natural Products,TRUE,FALSE,,unknown,
Marlo Hydroponic Skincare ™,TRUE,FALSE,,unknown,
MARLOWE,TRUE,FALSE,,unknown,
MARMARSO,FALSE,TRUE,,unknown,
Marock Company,TRUE,FALSE,,unknown,
MARQ LABS,TRUE,FALSE,,unknown,
MARS Cosmetics Private Limited,TRUE,FALSE,,unknown,
Mars Made,TRUE,FALSE,,unknown,
Martina Gebhardt,TRUE,FALSE,,unknown,
Maru & Ming,FALSE,TRUE,,unknown,
Maruderm Cosmetics,TRUE,FALSE,,unknown,
Marula Beauty,TRUE,FALSE,,unknown,
Marulala,TRUE,FALSE,,unknown,
Maruva,TRUE,FALSE,,unknown,
Mary Allan,TRUE,FALSE,,unknown,
MARY ALLAN SKIN CARE,FALSE,TRUE,,unknown,
Mary Kay,TRUE,FALSE,,unknown,
Mary Tylor Naturals,FALSE,TRUE,,unknown,
Marylia Scott Cosmetics,FALSE,TRUE,,unknown,
MaryRuth's,FALSE,TRUE,,unknown,
Mas Newen,TRUE,FALSE,,unknown,
Masaison,TRUE,FALSE,,unknown,
Masami,FALSE,TRUE,,unknown,
MASAMI hair care,TRUE,FALSE,,unknown,
Masarrat Misbah Makeup,TRUE,FALSE,,unknown,
Maska Organics,FALSE,TRUE,,unknown,
MaskerAide,TRUE,FALSE,,unknown,
MASKOHOLIC,TRUE,FALSE,,unknown,
Maskscara,TRUE,FALSE,,unknown,
Masque Bar,FALSE,TRUE,,unknown,
MASS EDEN,TRUE,FALSE,,unknown,
MASTEL,TRUE,FALSE,,unknown,
Master Distributors,TRUE,FALSE,,unknown,
Master Soap Makers,FALSE,TRUE,,unknown,
Mastey de Paris,TRUE,FALSE,,unknown,
Matana Skincare,TRUE,FALSE,,unknown,
MATCHA MCENTEA,FALSE,TRUE,,unknown,
MATER SOAP LLC,FALSE,TRUE,,unknown,
Matica Cosmetics,TRUE,FALSE,,unknown,
Matkas,TRUE,FALSE,,unknown,
MATRICARIA,TRUE,FALSE,,unknown,
Matrix,TRUE,FALSE,L’Oreal,bad,L'Oréal sells in China
Matter Facial,FALSE,TRUE,,unknown,
Matter Outdoors,FALSE,TRUE,,unknown,
Maui Soap Company,TRUE,FALSE,,unknown,
Mavericks,TRUE,FALSE,,unknown,
MAVIOR BEAUTY,TRUE,FALSE,,unknown,
Max & More,TRUE,FALSE,,unknown,
Max Factor,TRUE,FALSE,Coty,bad,Coty sells in China
"Max Green Alchemy, Ltd.",TRUE,FALSE,,unknown,
Maxeffects Naturals,FALSE,TRUE,,unknown,
Maxim Hygiene Products,TRUE,FALSE,,unknown,
MAXMEDIALAB,TRUE,FALSE,,unknown,
Maxus Nails,TRUE,FALSE,,unknown,
Maxxam,FALSE,TRUE,,unknown,
MAY Organic Skin Care,TRUE,FALSE,,unknown,
Maya Chia,FALSE,TRUE,,unknown,
Maya Cosmetics,TRUE,FALSE,,unknown,
Maya Mari Kids,FALSE,TRUE,,unknown,
Mayashanti Naturals,TRUE,FALSE,,unknown,
MayBeez,TRUE,FALSE,,unknown,
Maybelline,TRUE,FALSE,L’Oreal,bad,L'Oréal sells in China
Mayie,TRUE,FALSE,,unknown,
MAYME?,TRUE,FALSE,,unknown,
Mayoress Cosmetics,TRUE,FALSE,,unknown,
Mayskin,TRUE,FALSE,M.B. Products,ok,
Mazi Pure,TRUE,FALSE,,unknown,
Mbeze,TRUE,FALSE,,unknown,
MBNTL,TRUE,FALSE,"Mac-Bon Co., Ltd.",ok,
mCaffeine,TRUE,FALSE,,unknown,
McArthur Skincare,TRUE,FALSE,,unknown,
McKLords Ltd,TRUE,FALSE,,unknown,
MCoBeauty,TRUE,FALSE,,unknown,
MD Complete,TRUE,FALSE,,unknown,
MD Formulations,TRUE,FALSE,,unknown,
MD GLAM,FALSE,TRUE,,unknown,
MD Natural Cosmetics,TRUE,FALSE,,unknown,
MDacne,TRUE,FALSE,,unknown,
MDee Nails,TRUE,FALSE,,unknown,
MDhair,TRUE,FALSE,,unknown,
MDSolarSciences,TRUE,FALSE,,unknown,
Me in a minute,TRUE,FALSE,,unknown,
Me Mother Earth,FALSE,TRUE,,unknown,
Me Time Organics,TRUE,FALSE,,unknown,
Mead,TRUE,FALSE,,unknown,
Meanail Paris,TRUE,FALSE,,unknown,
Meaningful Beauty ®,FALSE,TRUE,,unknown,
MÈC COSMETICS,TRUE,FALSE,,unknown,
Mecca Max,TRUE,FALSE,,unknown,
Mechaly,TRUE,FALSE,,unknown,
Medeau,TRUE,FALSE,,unknown,
Medi-Peel,TRUE,FALSE,,unknown,
Median,TRUE,FALSE,,unknown,
Mediceuticals,FALSE,TRUE,,unknown,
Mediplorer,TRUE,FALSE,,unknown,
MEDIQUITOUS,TRUE,FALSE,,unknown,
"Mediterranean™ Tan, Wax & Beauty",TRUE,FALSE,,unknown,
Medusa’s Make-Up,TRUE,FALSE,,unknown,
MedZone,FALSE,TRUE,,unknown,
MEE Corp.,TRUE,FALSE,,unknown,
Megababe,FALSE,TRUE,,unknown,
MEGAN & CO Herbal Apothecary and Clinic,FALSE,TRUE,,unknown,
MegsMenopause,TRUE,FALSE,,unknown,
Mehron,TRUE,FALSE,,unknown,
Mei Apothecary,FALSE,TRUE,,unknown,
Mei Yin Naturopathics,TRUE,FALSE,,unknown,
Mel Skin,TRUE,FALSE,,unknown,
Melaleuca,TRUE,FALSE,,unknown,
MelanBrand Skin,FALSE,TRUE,,unknown,
Mélange d&rsquo;Orléans,TRUE,FALSE,,unknown,
Melanie Mills Hollywood,TRUE,FALSE,,unknown,
Mélanie Pagliotti,TRUE,FALSE,,unknown,
Melanin Haircare,FALSE,TRUE,,unknown,
Melanoboost,TRUE,FALSE,,unknown,
MelAsana Soap,FALSE,TRUE,,unknown,
Melchior & Balthazar,TRUE,FALSE,,unknown,
Meliora Cleaning Products,FALSE,TRUE,,unknown,
Melissa Weinberg Tanning & Beauty,TRUE,FALSE,,unknown,
Melixir Skincare,TRUE,FALSE,,unknown,
mellow NOIR,TRUE,FALSE,,unknown,
Melma İlac Kozmetik Sanayi Ticaret,TRUE,FALSE,,unknown,
Meloway,FALSE,TRUE,,unknown,
Melt Cosmetics,FALSE,TRUE,,unknown,
Melt Online Sales,TRUE,FALSE,,unknown,
melumé skinscience,TRUE,FALSE,JK-International,ok,
Melvory Pty Ltd,TRUE,FALSE,,unknown,
mem Cosméticos,TRUE,FALSE,,unknown,
MÊME COSMETICS,TRUE,FALSE,,unknown,
Meme Lashes,TRUE,FALSE,,unknown,
MEMI,TRUE,FALSE,,unknown,
Memoize Parfum,TRUE,FALSE,,unknown,
MEN’S FACES,TRUE,FALSE,Beyond Brands,ok,
Men’s Natural Care Products,TRUE,FALSE,,unknown,
Menard Cosmetics,TRUE,FALSE,,unknown,
MÉNER,TRUE,FALSE,,unknown,
Menina & Mulher Cosmeticos,TRUE,FALSE,,unknown,
MĒNOS skin,FALSE,TRUE,,unknown,
Menowoman,TRUE,FALSE,Tan London,ok,
Mentadent,TRUE,FALSE,Church & Dwight,gray,Church & Dwight sells household products in China; beauty division unclear
Menteath,TRUE,FALSE,,unknown,
Meow Meow Tweet,TRUE,TRUE,,unknown,
Meow Minerals,TRUE,FALSE,,unknown,
MERA Tiernahrung GmbH,TRUE,FALSE,,unknown,
Meradya,TRUE,FALSE,,unknown,
Meraki,TRUE,FALSE,,unknown,
Mercedes Blends,TRUE,FALSE,,unknown,
Merci Handy,TRUE,FALSE,,unknown,
Merck,TRUE,FALSE,,unknown,
Mère Cie,TRUE,FALSE,,unknown,
MeridaSKIN,FALSE,TRUE,,unknown,
Meridian,TRUE,TRUE,Pangaea Holdings,ok,
Merindah Botanicals,TRUE,FALSE,,unknown,
MERIT,FALSE,TRUE,,unknown,
Merme Berlin,TRUE,FALSE,,unknown,
Merry Hempsters,TRUE,FALSE,,unknown,
MerryniceUSA,TRUE,FALSE,,unknown,
MERS Razor Works,TRUE,FALSE,,unknown,
Mersi Cosmetics,TRUE,FALSE,,unknown,
Mesauda Milano,TRUE,FALSE,,unknown,
Mesmara,TRUE,FALSE,,unknown,
MesoLyft Micro-Needling Skincare,FALSE,TRUE,,unknown,
Mètamour,FALSE,TRUE,,unknown,
Method,FALSE,TRUE,,unknown,
Method Products,TRUE,FALSE,SC Johnson,ok,
Metsä Cosmetics,TRUE,FALSE,,unknown,
Metsäkosmetiikka Oy,TRUE,FALSE,,unknown,
Meuse,TRUE,FALSE,W4 Management,ok,
Mexysol Cosmetics,TRUE,FALSE,,unknown,
MEYKE COSMETICS,TRUE,FALSE,,unknown,
Mezzo Dermocosméticos,TRUE,FALSE,,unknown,
Mi-el,FALSE,TRUE,,unknown,
Mi-Me Handmade Bath & Body,TRUE,FALSE,,unknown,
MIA BELLE COLLECTION,TRUE,FALSE,,unknown,
"Mia Rose Products, Inc.",TRUE,FALSE,,unknown,
Miami Beach Bum,FALSE,TRUE,,unknown,
Miau Lash,TRUE,FALSE,,unknown,
MICARAA,TRUE,FALSE,,unknown,
Michael Kors,TRUE,FALSE,Estee Lauder,bad,Estée Lauder sells in China
Michael Todd Beauty,TRUE,FALSE,,unknown,
Michel Germain Parfums,FALSE,TRUE,,unknown,
Michelle Beverly Hills,TRUE,FALSE,,unknown,
Michelle Lazár International,TRUE,FALSE,,unknown,
Micki Song Cosmetics,TRUE,FALSE,,unknown,
Micro Beauty Essentials,TRUE,FALSE,,unknown,
Midnight Paloma,TRUE,TRUE,,unknown,
Midnight Scentworks,TRUE,FALSE,,unknown,
Midori Family & Midoricide,TRUE,FALSE,,unknown,
Miee,TRUE,FALSE,,unknown,
MIFA and Co.,TRUE,FALSE,,unknown,
Mighty No Bitey,TRUE,FALSE,,unknown,
Mii Cosmetics,TRUE,FALSE,Gerrard International,ok,
Mikah Amsterdam,TRUE,FALSE,,unknown,
Mikel Kristi,FALSE,TRUE,,unknown,
MIKII,FALSE,TRUE,,unknown,
Mila Beauté,TRUE,FALSE,,unknown,
Mila Coco,TRUE,FALSE,,unknown,
MILANI,FALSE,TRUE,,unknown,
Milani Cosmetics,TRUE,FALSE,,unknown,
Milcu,TRUE,FALSE,,unknown,
Miles,FALSE,TRUE,,unknown,
Miles of Moisture,TRUE,TRUE,,unknown,
milk + honey,TRUE,FALSE,,unknown,
Milk and Skin,FALSE,TRUE,,unknown,
Milk Made Skin,FALSE,TRUE,,unknown,
Milk Makeup,TRUE,TRUE,,unknown,
Mill Creek Botanicals,TRUE,FALSE,,unknown,
Milla Skin Essentials,TRUE,FALSE,,unknown,
Millefee Co.,TRUE,FALSE,,unknown,
Millenia Productions,TRUE,FALSE,,unknown,
Millstone Farm & Organics Inc.,FALSE,TRUE,,unknown,
Mïlo Cosmetics,TRUE,FALSE,,unknown,
MILU Cosmetics,TRUE,FALSE,,unknown,
MIMAAMI ORGANICS,FALSE,TRUE,,unknown,
Mimar™,FALSE,TRUE,,unknown,
Mimi A La Mode Hollywood,FALSE,TRUE,,unknown,
Minarett,TRUE,FALSE,,unknown,
MINATA Skincare,TRUE,FALSE,,unknown,
Mindful Botanicals,FALSE,TRUE,,unknown,
MINDFULELEMENTS,TRUE,FALSE,,unknown,
Mindi Walters Skincare,TRUE,FALSE,,unknown,
Mine Line,FALSE,TRUE,,unknown,
Mine.Tan.Body.Skin,TRUE,FALSE,,unknown,
MINELA CARE,TRUE,FALSE,ELSACO DIS TICARET,ok,
Mineral & Co.,FALSE,TRUE,,unknown,
Mineral Air,TRUE,FALSE,Ya-Man,ok,
Mineral Fusion,FALSE,TRUE,,unknown,
Mineral Options,FALSE,TRUE,,unknown,
Mineral Silk,FALSE,TRUE,,unknown,
Mineral Solutions,FALSE,TRUE,,unknown,
Mineral X Factor Cosmetics,TRUE,FALSE,,unknown,
Mineralissima,TRUE,FALSE,,unknown,
Minerva108,TRUE,FALSE,,unknown,
MINGAM BROS.,TRUE,FALSE,,unknown,
Mini Bloom,TRUE,FALSE,,unknown,
"MiniLuxe, Inc.",FALSE,TRUE,,unknown,
MinimLA,TRUE,FALSE,,unknown,
Minori,FALSE,TRUE,,unknown,
mintedLeaf,FALSE,TRUE,,unknown,
MINYA,TRUE,FALSE,"Hanlab Co., Ltd",ok,
Mionee,TRUE,FALSE,,unknown,
MIP & TOAD,FALSE,TRUE,,unknown,
Miracle Oil,FALSE,TRUE,,unknown,
Miracles & More,FALSE,TRUE,,unknown,
Mirah Belle Naturals,TRUE,FALSE,,unknown,
MIRATE,FALSE,TRUE,,unknown,
Mirenesse,TRUE,FALSE,,unknown,
Miribel Naturals,FALSE,TRUE,,unknown,
Misaki Soap & Co.,TRUE,FALSE,,unknown,
Misbahce,TRUE,FALSE,,unknown,
MISEICO,TRUE,FALSE,,unknown,
Miskoka Beauty,TRUE,FALSE,,unknown,
MisMacK Clean Cosmetics,TRUE,FALSE,,unknown,
Miss Cire,TRUE,FALSE,,unknown,
Miss Fame NYC,TRUE,FALSE,,unknown,
Miss fiorentina,FALSE,TRUE,,unknown,
Miss K Cosmetics,TRUE,FALSE,,unknown,
Miss Mimz Lashes,TRUE,FALSE,,unknown,
Miss Pet Cosméticos,TRUE,FALSE,,unknown,
Miss Spa,FALSE,TRUE,,unknown,
MISSHUNNY London Cosmetics,TRUE,FALSE,,unknown,
Missoni,TRUE,FALSE,Estee Lauder,bad,Estée Lauder sells in China
MISTER KUTTER BEAUTY CARE,TRUE,FALSE,,unknown,
Mister Suds,FALSE,TRUE,,unknown,
Mitchum Deodorant,TRUE,FALSE,Revlon,bad,Revlon sells in China
Mitsuko,TRUE,FALSE,,unknown,
Mitty,TRUE,FALSE,,unknown,
miu miu,TRUE,FALSE,,unknown,
MIX MY SHAMPOO,TRUE,FALSE,,unknown,
Mix:Bar,TRUE,FALSE,,unknown,
Mixed Chicks,TRUE,FALSE,,unknown,
MIXIK SKIN,FALSE,TRUE,,unknown,
Miya Cosmetics,TRUE,FALSE,,unknown,
Mizani,TRUE,FALSE,L’Oreal,bad,L'Oréal sells in China
MK Trading,TRUE,FALSE,,unknown,
MKS eco Hair Care,FALSE,TRUE,,unknown,
ML ARGANIA,TRUE,FALSE,,unknown,
ML Delicate Beauty,TRUE,FALSE,,unknown,
MO Nails,TRUE,FALSE,,unknown,
MOB Beauty,TRUE,TRUE,,unknown,
Mocha Whip,TRUE,FALSE,,unknown,
Mochidream,FALSE,TRUE,,unknown,
ModaCapelli,TRUE,FALSE,,unknown,
Mode de Vie,TRUE,FALSE,,unknown,
ModelCo,TRUE,FALSE,,unknown,
MODELROCK Lashes,TRUE,FALSE,,unknown,
Modere,TRUE,FALSE,,unknown,
Modern Age Skin,FALSE,TRUE,,unknown,
Modern Earth Skincare,FALSE,TRUE,,unknown,
Modern Hippie,TRUE,FALSE,,unknown,
Modern Minerals Makeup,TRUE,FALSE,,unknown,
Modicare,TRUE,FALSE,,unknown,
MOEA,TRUE,FALSE,,unknown,
Moerie Beauty,TRUE,FALSE,UAB “B COMPANY”,ok,
MOGI MOUSSE®,TRUE,FALSE,Brooklyn Funk Factory,ok,
Mohecan,TRUE,FALSE,,unknown,
Moira Cosmetics,TRUE,FALSE,,unknown,
MoisturColor,TRUE,FALSE,,unknown,
Moitié Cosmetics,TRUE,FALSE,,unknown,
Mojave Desert Skin Shield,FALSE,TRUE,,unknown,
Mojo Inc.,TRUE,FALSE,,unknown,
Molly's Suds,FALSE,TRUE,,unknown,
Molton Brown,FALSE,TRUE,,unknown,
Mom Aid,FALSE,TRUE,,unknown,
Mom to Mom,TRUE,FALSE,,unknown,
Môme Care,TRUE,FALSE,,unknown,
MoMI Skincare,FALSE,TRUE,,unknown,
MOMMA – Ministry of Mineral Makeup Australia,TRUE,FALSE,,unknown,
Mommy Makeup,TRUE,FALSE,,unknown,
Mommy&rsquo;s Bliss,TRUE,FALSE,,unknown,
MommyPure,TRUE,FALSE,,unknown,
Momo's Secrets®,FALSE,TRUE,,unknown,
MomRemedy,FALSE,TRUE,,unknown,
Momvedics,TRUE,FALSE,,unknown,
Momwell Pure and Organic,TRUE,FALSE,VEPA KISISEL BAKIM VE KOZMETIK,ok,
Mon Shampoing,TRUE,FALSE,,unknown,
MONA Brands,FALSE,TRUE,,unknown,
MonaLisa Healing,TRUE,FALSE,,unknown,
Monat,FALSE,TRUE,,unknown,
Monavé,TRUE,FALSE,,unknown,
MONCOSMETIC S.L.,TRUE,FALSE,,unknown,
MONDAY Haircare,TRUE,FALSE,,unknown,
Mongdies,TRUE,FALSE,360 Perspective Inc.,ok,
Monica Ann Beauty,FALSE,TRUE,,unknown,
Monika Blunder Beauty,TRUE,FALSE,,unknown,
MONJOU,TRUE,FALSE,,unknown,
Monpure,TRUE,FALSE,,unknown,
Mont Blanc,TRUE,FALSE,,unknown,
Montagne Jeunesse,TRUE,FALSE,,unknown,
Monter Skin,FALSE,TRUE,,unknown,
Montlush Natural Skincare,TRUE,FALSE,,unknown,
Moo & Yoo,TRUE,FALSE,,unknown,
Moo Moo Bath Co,FALSE,TRUE,,unknown,
Mooi Cosmetics,TRUE,FALSE,,unknown,
Mooi Natural Beauty,TRUE,FALSE,,unknown,
Moon And Skin,FALSE,TRUE,,unknown,
MOON JUICE,FALSE,TRUE,,unknown,
Moon Mother Hemp Company,FALSE,TRUE,,unknown,
Moon Mousse,TRUE,FALSE,,unknown,
Moon Oral Care,TRUE,FALSE,,unknown,
Moon Rabbit Acupuncture,FALSE,TRUE,,unknown,
Moon Rivers Naturals,TRUE,FALSE,,unknown,
Moon Valley Organics,FALSE,TRUE,,unknown,
Moonbow Skin LLC,TRUE,TRUE,,unknown,
Mooncat,TRUE,FALSE,,unknown,
Moonlit Skincare,TRUE,FALSE,,unknown,
Moonshine,TRUE,FALSE,LAM COSMÉTICOS S.A.S.,ok,
Moor Spa,FALSE,TRUE,,unknown,
More Than Lips,TRUE,FALSE,,unknown,
